"","trend","spike","linearity","curvature","e_acf1","e_acf10","entropy","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","stab_cont","lump_cont","max_level_shift_cont","max_var_shift_cont","max_kl_shift_cont","crossing_points_cont","non_linearity_cont","var_cont","mean_cont","labels"
"1",0.636421090519804,0.000323107217596187,-4.76555151201998,0.541824390373101,-0.0480870440278469,0.130193469640769,0.845234339068489,0.456077885348517,0.972084842101383,-0.260863085909286,0.150174275711566,-0.466362416910238,0.337826795258551,0.304864706293191,2.35020815716562,14.0614450914898,982.399657059824,24.4957274953117,7,2.89882679954051,334.586241407543,4.46559379158143,1
"2",0.232326429716366,0.0067592527669147,-0.335387891621456,1.78415056762732,-0.0477528656898169,0.154109118452811,1,0.0499190164668731,0.0779789349265845,-0.170589030085286,0.181792530242307,-0.480356368734098,0.59587777505833,0.154378417498479,3.67942615982492,14.3680580427353,1056.92159490699,69.9523061588463,16,3.07528382825349,276.440801643744,3.70012548457368,0
"3",0.253393828156178,0.00264070844078046,-0.944337670807607,2.22668603077512,-0.175493519038003,0.150529995165615,1,-0.00223161163670032,0.0796810068528105,-0.365255966403939,0.315834807238267,-0.680363451562267,0.841076042121735,0.181214168669625,3.26045039093611,14.172466917416,958.549459722612,49.0100536822022,20,1.82453132449889,266.968022528764,3.38869352096005,0
"4",0.381691239041908,0.0025734595481919,-2.11093752762773,2.45901072533057,-0.0829187016459191,0.129927335660206,0.997342711704678,0.165342627488406,0.0986503280762392,-0.234404289419025,0.155437629264687,-0.502661366805599,0.39051340486808,0.212979907363355,2.964957196818,14.8791140381158,933.259132465933,53.9297663541801,17,2.16695177390542,274.244451364854,3.9041034686053,0
"5",0.616669384398085,0.00105249584521029,-3.07602450631191,3.16213732393782,-0.177685670820181,0.0719392804685726,0.879829291465149,0.351668885186921,0.677336829907411,-0.300029095087578,0.132035034245664,-0.591396101985849,0.473934075138769,0.329218049882302,2.54017902223929,18.0172072309141,924.981599049789,41.1656069837055,12,0.998372615408767,294.41790726917,3.39569697457619,0
"6",0.19151800724261,0.00493784282878377,-0.131266843744617,1.30058056812817,-0.019739114773922,0.136661955212734,1,0.07764102279352,0.0782839468844965,-0.140106533034329,0.0981454112401165,-0.428259552344244,0.245133842193335,0.12494080169273,3.70322874702168,12.9384403219777,1103.08984031423,51.8943801390893,18,0.875732428107121,287.114721273327,3.22708659427517,1
"7",0.409287346397933,0.00204659371462264,-1.16143695942736,3.35471762532265,-0.130308273280808,0.0862882099448618,0.994476014225391,0.181708875229817,0.191987458268131,-0.279040404265991,0.101317330109202,-0.609584588846952,0.544757848841756,0.219619615395039,3.16649101930244,16.7951984174889,1131.4542247941,62.0841061031597,20,0.362486451519303,317.638587458729,3.08619280436523,0
"8",0.720175298738251,5.01399828929389e-05,-4.81267431083923,1.45143439401921,-0.0261816402112353,0.4346005632751,0.573746496469239,0.51376187792968,1.19623068498104,-0.217287856368059,0.564840361293722,-0.404303758085491,0.786190182893999,0.341240921330245,2.13573070245344,15.0917934816778,888.639754485635,18.3910431819866,7,1.69675404495341,312.748036210352,4.25930360914313,1
"9",0.965528439737962,1.69679841748455e-06,-6.19392055510673,-0.276391322639388,-0.133335806417669,0.14086570590877,0.273545942904918,0.881156213424593,3.867518546614,-0.506726629640591,0.295185711579702,-0.68163754788312,0.51788502256023,0.894360523149164,0.153739191334923,20.8506542623573,421.15374117296,1.15708998253361,3,10.5303177505065,589.226952839061,5.97505967849852,2
"10",0.381942410158261,0.00359529423402761,-0.298236508841374,2.69774832638949,-0.00125221074811161,0.0945857030563499,0.9846143510679,0.20828184905249,0.0736146445706581,-0.029212320832443,0.105362902426033,-0.239763006088542,0.424112982029215,0.166366274444997,3.47635381392644,14.9773304241665,1160.25005000852,58.3094212827839,14,1.51847236578451,312.48269972082,4.35648848610747,0
"11",0.234647336914785,0.00367980536997892,-0.186314528629613,2.3028815292421,-0.131548553187394,0.104527622813421,1,0.0173703631506555,0.0557634651349903,-0.33270070733312,0.149670792913592,-0.518766542583744,0.301044267984887,0.1771194852995,3.13377069324724,14.6924471167373,1077.67939012902,58.7278735861575,22,2.27504523146692,303.621343795303,3.75053585261931,0
"12",0.44738374778356,0.00144282853249553,-2.21844953060279,2.73506222903034,-0.0906815023945739,0.191882773456965,0.965355484265755,0.189689411778447,0.213741263383899,-0.324116803955891,0.203251839055719,-0.616936208908388,0.508213918047434,0.246465433187494,2.93734726508621,15.9470393841469,903.313973028267,53.0231737592485,18,0.428234230488195,266.482058687121,3.57907902039525,0
"13",0.975065122654793,5.22080850463459e-07,-6.23833897583353,-0.489965131507651,-0.0920105248456381,0.172379313191268,0.70933534046877,0.896813700257105,4.15491727770358,-0.405448207989391,0.37195391837829,-0.641834016234562,0.704569798216603,0.906877042233609,0.173316094138546,21.9454072334245,515.581453209019,1.03250017728307,7,12.0065556232736,655.436558626521,6.43216467887311,2
"14",0.965036523215999,1.42251430688364e-06,-6.16597446714264,-0.124356048745023,0.11254762736693,0.211007333974442,0.221314397707419,0.901390260636726,4.27044981254735,-0.225938495149429,0.333735270297389,-0.413278315882224,0.497891857053831,0.953004781640966,0.107590212594066,22.9192391137476,393.718650009024,0.976346416787969,3,11.8813068994542,659.261133693528,6.4556149771149,2
"15",0.981297196055257,2.65193951185244e-07,-6.23104148416094,-0.581984886732593,-0.169428983195373,0.245308226905919,0.783623898335462,0.915824388547485,4.46633437052357,-0.42550916994372,0.523396475929774,-0.658464380945241,1.00100466941507,0.951836255177033,0.148216857921328,23.3703678803682,518.479242452783,0.973482021869699,5,17.3542824298998,710.755837445998,6.18194407612787,2
"16",0.153968366248344,0.00523905087236743,-0.250614685409552,1.66731225208756,-0.190354260509143,0.192578664140761,1,-0.0999719912120808,0.114050037344784,-0.283981125186819,0.268737799412513,-0.454204641994898,0.542915863370299,0.141225988743413,3.57365008375464,13.9471009987076,1202.4033042909,57.929817659439,24,3.50351655023595,318.075097470318,3.35925751974525,0
"17",0.844057094500072,3.72671094599136e-05,-5.46001895360161,0.919986672005344,-0.0677708411336323,0.0403178130942818,0.801248025118706,0.772995310075234,3.28407384834937,-0.429814723922539,0.204263598261057,-0.588961560574875,0.386412293433931,0.800479881150816,0.463732778090271,19.3170791692484,694.746343516132,2.28713088825418,6,3.46416397412603,524.716574333451,5.50767165015745,1
"18",0.819063561285592,9.69078063320382e-05,-5.65039180130422,-0.11289443209156,-0.236751144083495,0.24395446802611,0.61725365154579,0.627541093404265,2.10478788335663,-0.447111945216587,0.35952970134746,-0.593305885075367,0.492229337241915,0.489150758470196,1.51865742611943,14.4402985442052,840.228922812527,11.2200692813454,3,4.37806771411717,338.504041560426,3.91218799296235,2
"19",0.418315948438333,0.0024589946309152,-0.620244535944494,3.39726831523719,-0.106665261740983,0.0773908799235346,0.991329323013931,0.193714425674828,0.160584990374402,-0.269164690432205,0.188737143231498,-0.612930849497729,0.898604102978062,0.227883364327777,2.948949285356,18.6689959721499,1160.64098792974,48.2303489599596,16,0.950185231210654,339.740077245392,2.76051074915676,0
"20",0.97563336362804,7.48959714849084e-07,-6.30841322376168,-0.361980803860989,-0.01220010893805,0.159332581434527,0.561575757895319,0.909511696018702,4.44195141000727,-0.380370185490412,0.329281022254733,-0.565151406509856,0.600555778866885,0.949289450338091,0.141486402837266,24.1874713319502,503.89884838833,0.789659283574553,3,13.0086151052435,720.826810258918,5.83320301620245,2
"21",0.956992547503155,1.27719553903227e-06,-6.15906863887567,-0.300681681464136,0.0457185684209068,0.281484372351415,0.788807449417447,0.887140621500785,4.16378982779027,-0.247670447596744,0.440545745616062,-0.425974121413938,0.6231067178196,0.953087673406988,0.105962479149801,22.5819449252799,379.867443754646,0.922492218407343,5,10.4053214681162,661.157162984046,6.52862559179194,2
"22",0.798909373230136,0.000108827915280021,-5.51204095771229,1.29177310481297,-0.0999242635027479,0.204132009695939,0.569195803201985,0.615368540183334,1.84672297860565,-0.284934169174859,0.225831865115548,-0.501602598156201,0.370298934077805,0.517495351066422,1.46078514656315,20.8650272868913,806.738802148257,10.7423000912659,11,2.43401918160251,342.123008436074,4.91038546698061,1
"23",0.909077990955728,1.56492590505409e-05,-6.12687090669214,0.29688648308378,0.129347997580559,0.257644109770616,0.284700414517866,0.827752852158351,3.50722028579863,-0.133430468579324,0.257028163937099,-0.416095190614415,0.396348037830361,0.658572056704468,0.873453149734531,17.0452584097971,792.757997587729,3.17272641327283,3,9.03992711634037,435.737647664706,5.03776549701202,2
"24",0.134613795572497,0.0054591970185202,0.187802247074472,1.89331758401141,-0.15415035847797,0.134855011162448,1,-0.0744470188314648,0.0643131291086822,-0.269949375654655,0.209658095473565,-0.465140337145429,0.412094221666366,0.138741318482997,3.56633591755738,12.6910994366883,1090.28569062873,52.7145655896716,22,3.24397326001328,287.866358337495,2.16302153226875,0
